nombre,provincia_id,cp_prefijo
"Agurain/Salvatierra","01","01"
"Alegría-Dulantzi","01","01"
"Amurrio","01","01"
"Añana","01","01"
"Aramaio","01","01"
"Armiñón","01","01"
"Arraia-Maeztu","01","01"
"Arratzua-Ubarrundia","01","01"
"Artziniega","01","01"
"Asparrena","01","01"
"Ayala/Aiara","01","01"
"Baños de Ebro/Mañueta","01","01"
"Barrundia","01","01"
"Berantevilla","01","01"
"Bernedo","01","01"
"Campezo/Kanpezu","01","01"
"Elburgo/Burgelu","01","01"
"Elciego","01","01"
"Elvillar/Bilar","01","01"
"Erriberagoitia/Ribera Alta","01","01"
"Harana/Valle de Arana","01","01"
"Iruña Oka/Iruña de Oca","01","01"
"Iruraiz-Gauna","01","01"
"Kripan","01","01"
"Kuartango","01","01"
"Labastida/Bastida","01","01"
"Lagrán","01","01"
"Laguardia","01","01"
"Lanciego/Lantziego","01","01"
"Lantarón","01","01"
"Lapuebla de Labarca","01","01"
"Laudio/Llodio","01","01"
"Legutio","01","01"
"Leza","01","01"
"Moreda de Álava/Moreda Araba","01","01"
"Navaridas","01","01"
"Okondo","01","01"
"Oyón-Oion","01","01"
"Peñacerrada-Urizaharra","01","01"
"Ribera Baja/Erribera Beitia","01","01"
"Samaniego","01","01"
"San Millán/Donemiliaga","01","01"
"Urkabustaiz","01","01"
"Valdegovía/Gaubea","01","01"
"Villabuena de Álava/Eskuernaga","01","01"
"Vitoria-Gasteiz","01","01"
"Yécora/Iekora","01","01"
"Zalduondo","01","01"
"Zambrana","01","01"
"Zigoitia","01","01"
"Zuia","01","01"
"Abengibre","02","02"
"Alatoz","02","02"
"Albacete","02","02"
"Albatana","02","02"
"Alborea","02","02"
"Alcadozo","02","02"
"Alcalá del Júcar","02","02"
"Alcaraz","02","02"
"Almansa","02","02"
"Alpera","02","02"
"Ayna","02","02"
"Balazote","02","02"
"Ballestero, El","02","02"
"Balsa de Ves","02","02"
"Barrax","02","02"
"Bienservida","02","02"
"Bogarra","02","02"
"Bonete","02","02"
"Bonillo, El","02","02"
"Carcelén","02","02"
"Casas de Juan Núñez","02","02"
"Casas de Lázaro","02","02"
"Casas de Ves","02","02"
"Casas-Ibáñez","02","02"
"Caudete","02","02"
"Cenizate","02","02"
"Chinchilla de Monte-Aragón","02","02"
"Corral-Rubio","02","02"
"Cotillas","02","02"
"Elche de la Sierra","02","02"
"Férez","02","02"
"Fuensanta","02","02"
"Fuente-Álamo","02","02"
"Fuentealbilla","02","02"
"Gineta, La","02","02"
"Golosalvo","02","02"
"Hellín","02","02"
"Herrera, La","02","02"
"Higueruela","02","02"
"Hoya-Gonzalo","02","02"
"Jorquera","02","02"
"Letur","02","02"
"Lezuza","02","02"
"Liétor","02","02"
"Madrigueras","02","02"
"Mahora","02","02"
"Masegoso","02","02"
"Minaya","02","02"
"Molinicos","02","02"
"Montalvos","02","02"
"Montealegre del Castillo","02","02"
"Motilleja","02","02"
"Munera","02","02"
"Navas de Jorquera","02","02"
"Nerpio","02","02"
"Ontur","02","02"
"Ossa de Montiel","02","02"
"Paterna del Madera","02","02"
"Peñas de San Pedro","02","02"
"Peñascosa","02","02"
"Pétrola","02","02"
"Povedilla","02","02"
"Pozo Cañada","02","02"
"Pozohondo","02","02"
"Pozo-Lorente","02","02"
"Pozuelo","02","02"
"Recueja, La","02","02"
"Riópar","02","02"
"Robledo","02","02"
"Roda, La","02","02"
"Salobre","02","02"
"San Pedro","02","02"
"Socovos","02","02"
"Tarazona de la Mancha","02","02"
"Tobarra","02","02"
"Valdeganga","02","02"
"Vianos","02","02"
"Villa de Ves","02","02"
"Villalgordo del Júcar","02","02"
"Villamalea","02","02"
"Villapalacios","02","02"
"Villarrobledo","02","02"
"Villatoya","02","02"
"Villavaliente","02","02"
"Villaverde de Guadalimar","02","02"
"Viveros","02","02"
"Yeste","02","02"
"Agost","03","03"
"Agres","03","03"
"Aigües","03","03"
"Albatera","03","03"
"Alcalalí","03","03"
"Alcocer de Planes","03","03"
"Alcoleja","03","03"
"Alcoy/Alcoi","03","03"
"Alfafara","03","03"
"Alfàs del Pi, l'","03","03"
"Algorfa","03","03"
"Algueña","03","03"
"Alicante/Alacant","03","03"
"Almoradí","03","03"
"Almudaina","03","03"
"Alqueria d'Asnar, l'","03","03"
"Altea","03","03"
"Aspe","03","03"
"Atzúbia, l'","03","03"
"Balones","03","03"
"Banyeres de Mariola","03","03"
"Benasau","03","03"
"Beneixama","03","03"
"Benejúzar","03","03"
"Benferri","03","03"
"Beniarbeig","03","03"
"Beniardá","03","03"
"Beniarrés","03","03"
"Benidoleig","03","03"
"Benidorm","03","03"
"Benifallim","03","03"
"Benifato","03","03"
"Benigembla","03","03"
"Benijófar","03","03"
"Benilloba","03","03"
"Benillup","03","03"
"Benimantell","03","03"
"Benimarfull","03","03"
"Benimassot","03","03"
"Benimeli","03","03"
"Benissa","03","03"
"Benitachell/Poble Nou de Benitatxell, el","03","03"
"Biar","03","03"
"Bigastro","03","03"
"Bolulla","03","03"
"Busot","03","03"
"Callosa de Segura","03","03"
"Callosa d'en Sarrià","03","03"
"Calp","03","03"
"Campello, el","03","03"
"Campo de Mirra/Camp de Mirra, el","03","03"
"Cañada","03","03"
"Castalla","03","03"
"Castell de Castells","03","03"
"Castell de Guadalest, el","03","03"
"Catral","03","03"
"Cocentaina","03","03"
"Confrides","03","03"
"Cox","03","03"
"Crevillent","03","03"
"Daya Nueva","03","03"
"Daya Vieja","03","03"
"Dénia","03","03"
"Dolores","03","03"
"Elche/Elx","03","03"
"Elda","03","03"
"Facheca","03","03"
"Famorca","03","03"
"Finestrat","03","03"
"Fondó de les Neus, el/Hondón de las Nieves","03","03"
"Formentera del Segura","03","03"
"Gaianes","03","03"
"Gata de Gorgos","03","03"
"Gorga","03","03"
"Granja de Rocamora","03","03"
"Guardamar del Segura","03","03"
"Hondón de los Frailes","03","03"
"Ibi","03","03"
"Jacarilla","03","03"
"Jávea/Xàbia","03","03"
"Jijona/Xixona","03","03"
"Llíber","03","03"
"Lorcha/Orxa, l'","03","03"
"Millena","03","03"
"Monforte del Cid","03","03"
"Monóvar/Monòver","03","03"
"Montesinos, Los","03","03"
"Murla","03","03"
"Muro de Alcoy","03","03"
"Mutxamel","03","03"
"Novelda","03","03"
"Nucia, la","03","03"
"Ondara","03","03"
"Onil","03","03"
"Orba","03","03"
"Orihuela","03","03"
"Orxeta","03","03"
"Parcent","03","03"
"Pedreguer","03","03"
"Pego","03","03"
"Penàguila","03","03"
"Petrer","03","03"
"Pilar de la Horadada","03","03"
"Pinós, el/Pinoso","03","03"
"Planes","03","03"
"Poblets, els","03","03"
"Polop","03","03"
"Quatretondeta","03","03"
"Rafal","03","03"
"Ràfol d'Almúnia, el","03","03"
"Redován","03","03"
"Relleu","03","03"
"Rojales","03","03"
"Romana, la","03","03"
"Sagra","03","03"
"Salinas","03","03"
"San Fulgencio","03","03"
"San Isidro","03","03"
"San Miguel de Salinas","03","03"
"San Vicente del Raspeig/Sant Vicent del Raspeig","03","03"
"Sanet y Negrals","03","03"
"Sant Joan d'Alacant","03","03"
"Santa Pola","03","03"
"Sax","03","03"
"Sella","03","03"
"Senija","03","03"
"Tàrbena","03","03"
"Teulada","03","03"
"Tibi","03","03"
"Tollos","03","03"
"Tormos","03","03"
"Torremanzanas/Torre de les Maçanes, la","03","03"
"Torrevieja","03","03"
"Vall d'Alcalà, la","03","03"
"Vall de Gallinera","03","03"
"Vall de Laguar, la","03","03"
"Vall d'Ebo, la","03","03"
"Verger, el","03","03"
"Villajoyosa/Vila Joiosa, la","03","03"
"Villena","03","03"
"Xaló","03","03"
"Abla","04","04"
"Abrucena","04","04"
"Adra","04","04"
"Albánchez","04","04"
"Alboloduy","04","04"
"Albox","04","04"
"Alcolea","04","04"
"Alcóntar","04","04"
"Alcudia de Monteagud","04","04"
"Alhabia","04","04"
"Alhama de Almería","04","04"
"Alicún","04","04"
"Almería","04","04"
"Almócita","04","04"
"Alsodux","04","04"
"Antas","04","04"
"Arboleas","04","04"
"Armuña de Almanzora","04","04"
"Bacares","04","04"
"Balanegra","04","04"
"Bayárcal","04","04"
"Bayarque","04","04"
"Bédar","04","04"
"Beires","04","04"
"Benahadux","04","04"
"Benitagla","04","04"
"Benizalón","04","04"
"Bentarique","04","04"
"Berja","04","04"
"Canjáyar","04","04"
"Cantoria","04","04"
"Carboneras","04","04"
"Castro de Filabres","04","04"
"Chercos","04","04"
"Chirivel","04","04"
"Cóbdar","04","04"
"Cuevas del Almanzora","04","04"
"Dalías","04","04"
"Ejido, El","04","04"
"Enix","04","04"
"Felix","04","04"
"Fines","04","04"
"Fiñana","04","04"
"Fondón","04","04"
"Gádor","04","04"
"Gallardos, Los","04","04"
"Garrucha","04","04"
"Gérgal","04","04"
"Huécija","04","04"
"Huércal de Almería","04","04"
"Huércal-Overa","04","04"
"Íllar","04","04"
"Instinción","04","04"
"Laroya","04","04"
"Láujar de Andarax","04","04"
"Líjar","04","04"
"Lubrín","04","04"
"Lucainena de las Torres","04","04"
"Lúcar","04","04"
"Macael","04","04"
"María","04","04"
"Mojácar","04","04"
"Mojonera, La","04","04"
"Nacimiento","04","04"
"Níjar","04","04"
"Ohanes","04","04"
"Olula de Castro","04","04"
"Olula del Río","04","04"
"Oria","04","04"
"Padules","04","04"
"Partaloa","04","04"
"Paterna del Río","04","04"
"Pechina","04","04"
"Pulpí","04","04"
"Purchena","04","04"
"Rágol","04","04"
"Rioja","04","04"
"Roquetas de Mar","04","04"
"Santa Cruz de Marchena","04","04"
"Santa Fe de Mondújar","04","04"
"Senés","04","04"
"Serón","04","04"
"Sierro","04","04"
"Somontín","04","04"
"Sorbas","04","04"
"Suflí","04","04"
"Tabernas","04","04"
"Taberno","04","04"
"Tahal","04","04"
"Terque","04","04"
"Tíjola","04","04"
"Tres Villas, Las","04","04"
"Turre","04","04"
"Turrillas","04","04"
"Uleila del Campo","04","04"
"Urrácal","04","04"
"Velefique","04","04"
"Vélez-Blanco","04","04"
"Vélez-Rubio","04","04"
"Vera","04","04"
"Viator","04","04"
"Vícar","04","04"
"Zurgena","04","04"
"Adanero","05","05"
"Adrada, La","05","05"
"Albornos","05","05"
"Aldeanueva de Santa Cruz","05","05"
"Aldeaseca","05","05"
"Aldehuela, La","05","05"
"Amavida","05","05"
"Arenal, El","05","05"
"Arenas de San Pedro","05","05"
"Arevalillo","05","05"
"Arévalo","05","05"
"Aveinte","05","05"
"Avellaneda","05","05"
"Ávila","05","05"
"Barco de Ávila, El","05","05"
"Barraco, El","05","05"
"Barromán","05","05"
"Becedas","05","05"
"Becedillas","05","05"
"Bercial de Zapardiel","05","05"
"Berlanas, Las","05","05"
"Bernuy-Zapardiel","05","05"
"Berrocalejo de Aragona","05","05"
"Blascomillán","05","05"
"Blasconuño de Matacabras","05","05"
"Blascosancho","05","05"
"Bohodón, El","05","05"
"Bohoyo","05","05"
"Bonilla de la Sierra","05","05"
"Brabos","05","05"
"Bularros","05","05"
"Burgohondo","05","05"
"Cabezas de Alambre","05","05"
"Cabezas del Pozo","05","05"
"Cabezas del Villar","05","05"
"Cabizuela","05","05"
"Canales","05","05"
"Candeleda","05","05"
"Cantiveros","05","05"
"Cardeñosa","05","05"
"Carrera, La","05","05"
"Casas del Puerto","05","05"
"Casasola","05","05"
"Casavieja","05","05"
"Casillas","05","05"
"Castellanos de Zapardiel","05","05"
"Cebreros","05","05"
"Cepeda la Mora","05","05"
"Chamartín","05","05"
"Cillán","05","05"
"Cisla","05","05"
"Colilla, La","05","05"
"Collado de Contreras","05","05"
"Collado del Mirón","05","05"
"Constanzana","05","05"
"Crespos","05","05"
"Cuevas del Valle","05","05"
"Diego del Carpio","05","05"
"Donjimeno","05","05"
"Donvidas","05","05"
"Espinosa de los Caballeros","05","05"
"Flores de Ávila","05","05"
"Fontiveros","05","05"
"Fresnedilla","05","05"
"Fresno, El","05","05"
"Fuente el Saúz","05","05"
"Fuentes de Año","05","05"
"Gallegos de Altamiros","05","05"
"Gallegos de Sobrinos","05","05"
"Garganta del Villar","05","05"
"Gavilanes","05","05"
"Gemuño","05","05"
"Gil García","05","05"
"Gilbuena","05","05"
"Gimialcón","05","05"
"Gotarrendura","05","05"
"Grandes y San Martín","05","05"
"Guisando","05","05"
"Gutierre-Muñoz","05","05"
"Hernansancho","05","05"
"Herradón de Pinares","05","05"
"Herreros de Suso","05","05"
"Higuera de las Dueñas","05","05"
"Hija de Dios, La","05","05"
"Horcajada, La","05","05"
"Horcajo de las Torres","05","05"
"Hornillo, El","05","05"
"Hoyo de Pinares, El","05","05"
"Hoyocasero","05","05"
"Hoyorredondo","05","05"
"Hoyos de Miguel Muñoz","05","05"
"Hoyos del Collado","05","05"
"Hoyos del Espino","05","05"
"Hurtumpascual","05","05"
"Junciana","05","05"
"Langa","05","05"
"Lanzahíta","05","05"
"Llanos de Tormes, Los","05","05"
"Losar del Barco, El","05","05"
"Madrigal de las Altas Torres","05","05"
"Maello","05","05"
"Malpartida de Corneja","05","05"
"Mamblas","05","05"
"Mancera de Arriba","05","05"
"Manjabálago y Ortigosa de Rioalmar","05","05"
"Marlín","05","05"
"Martiherrero","05","05"
"Martínez","05","05"
"Mediana de Voltoya","05","05"
"Medinilla","05","05"
"Mengamuñoz","05","05"
"Mesegar de Corneja","05","05"
"Mijares","05","05"
"Mingorría","05","05"
"Mirón, El","05","05"
"Mironcillo","05","05"
"Mirueña de los Infanzones","05","05"
"Mombeltrán","05","05"
"Monsalupe","05","05"
"Moraleja de Matacabras","05","05"
"Muñana","05","05"
"Muñico","05","05"
"Muñogalindo","05","05"
"Muñogrande","05","05"
"Muñomer del Peco","05","05"
"Muñopepe","05","05"
"Muñosancho","05","05"
"Muñotello","05","05"
"Narrillos del Álamo","05","05"
"Narrillos del Rebollar","05","05"
"Narros de Saldueña","05","05"
"Narros del Castillo","05","05"
"Narros del Puerto","05","05"
"Nava de Arévalo","05","05"
"Nava del Barco","05","05"
"Navacepedilla de Corneja","05","05"
"Navadijos","05","05"
"Navaescurial","05","05"
"Navahondilla","05","05"
"Navalacruz","05","05"
"Navalmoral","05","05"
"Navalonguilla","05","05"
"Navalosa","05","05"
"Navalperal de Pinares","05","05"
"Navalperal de Tormes","05","05"
"Navaluenga","05","05"
"Navaquesera","05","05"
"Navarredonda de Gredos","05","05"
"Navarredondilla","05","05"
"Navarrevisca","05","05"
"Navas del Marqués, Las","05","05"
"Navatalgordo","05","05"
"Navatejares","05","05"
"Neila de San Miguel","05","05"
"Niharra","05","05"
"Ojos-Albos","05","05"
"Orbita","05","05"
"Oso, El","05","05"
"Padiernos","05","05"
"Pajares de Adaja","05","05"
"Palacios de Goda","05","05"
"Papatrigo","05","05"
"Parral, El","05","05"
"Pascualcobo","05","05"
"Pedro Bernardo","05","05"
"Pedro-Rodríguez","05","05"
"Peguerinos","05","05"
"Peñalba de Ávila","05","05"
"Piedrahíta","05","05"
"Piedralaves","05","05"
"Poveda","05","05"
"Poyales del Hoyo","05","05"
"Pozanco","05","05"
"Pradosegar","05","05"
"Puerto Castilla","05","05"
"Rasueros","05","05"
"Riocabado","05","05"
"Riofrío","05","05"
"Rivilla de Barajas","05","05"
"Salobral","05","05"
"Salvadiós","05","05"
"San Bartolomé de Béjar","05","05"
"San Bartolomé de Corneja","05","05"
"San Bartolomé de Pinares","05","05"
"San Esteban de los Patos","05","05"
"San Esteban de Zapardiel","05","05"
"San Esteban del Valle","05","05"
"San García de Ingelmos","05","05"
"San Juan de Gredos","05","05"
"San Juan de la Encinilla","05","05"
"San Juan de la Nava","05","05"
"San Juan del Molinillo","05","05"
"San Juan del Olmo","05","05"
"San Lorenzo de Tormes","05","05"
"San Martín de la Vega del Alberche","05","05"
"San Martín del Pimpollar","05","05"
"San Miguel de Corneja","05","05"
"San Miguel de Serrezuela","05","05"
"San Pascual","05","05"
"San Pedro del Arroyo","05","05"
"San Vicente de Arévalo","05","05"
"Sanchidrián","05","05"
"Sanchorreja","05","05"
"Santa Cruz de Pinares","05","05"
"Santa Cruz del Valle","05","05"
"Santa María de los Caballeros","05","05"
"Santa María del Arroyo","05","05"
"Santa María del Berrocal","05","05"
"Santa María del Cubillo","05","05"
"Santa María del Tiétar","05","05"
"Santiago del Collado","05","05"
"Santiago del Tormes","05","05"
"Santo Domingo de las Posadas","05","05"
"Santo Tomé de Zabarcos","05","05"
"Serrada, La","05","05"
"Serranillos","05","05"
"Sigeres","05","05"
"Sinlabajos","05","05"
"Solana de Ávila","05","05"
"Solana de Rioalmar","05","05"
"Solosancho","05","05"
"Sotalbo","05","05"
"Sotillo de la Adrada","05","05"
"Tiemblo, El","05","05"
"Tiñosillos","05","05"
"Tolbaños","05","05"
"Tormellas","05","05"
"Tornadizos de Ávila","05","05"
"Torre, La","05","05"
"Tórtoles","05","05"
"Umbrías","05","05"
"Vadillo de la Sierra","05","05"
"Valdecasa","05","05"
"Vega de Santa María","05","05"
"Velayos","05","05"
"Villaflor","05","05"
"Villafranca de la Sierra","05","05"
"Villanueva de Ávila","05","05"
"Villanueva de Gómez","05","05"
"Villanueva del Aceral","05","05"
"Villanueva del Campillo","05","05"
"Villar de Corneja","05","05"
"Villarejo del Valle","05","05"
"Villatoro","05","05"
"Viñegra de Moraña","05","05"
"Vita","05","05"
"Zapardiel de la Cañada","05","05"
"Zapardiel de la Ribera","05","05"
"Acedera","06","06"
"Aceuchal","06","06"
"Ahillones","06","06"
"Alange","06","06"
"Albuera, La","06","06"
"Alburquerque","06","06"
"Alconchel","06","06"
"Alconera","06","06"
"Aljucén","06","06"
"Almendral","06","06"
"Almendralejo","06","06"
"Arroyo de San Serván","06","06"
"Atalaya","06","06"
"Azuaga","06","06"
"Badajoz","06","06"
"Barcarrota","06","06"
"Baterno","06","06"
"Benquerencia de la Serena","06","06"
"Berlanga","06","06"
"Bienvenida","06","06"
"Bodonal de la Sierra","06","06"
"Burguillos del Cerro","06","06"
"Cabeza del Buey","06","06"
"Cabeza la Vaca","06","06"
"Calamonte","06","06"
"Calera de León","06","06"
"Calzadilla de los Barros","06","06"
"Campanario","06","06"
"Campillo de Llerena","06","06"
"Capilla","06","06"
"Carmonita","06","06"
"Carrascalejo, El","06","06"
"Casas de Don Pedro","06","06"
"Casas de Reina","06","06"
"Castilblanco","06","06"
"Castuera","06","06"
"Cheles","06","06"
"Codosera, La","06","06"
"Cordobilla de Lácara","06","06"
"Coronada, La","06","06"
"Corte de Peleas","06","06"
"Cristina","06","06"
"Don Álvaro","06","06"
"Don Benito","06","06"
"Entrín Bajo","06","06"
"Esparragalejo","06","06"
"Esparragosa de la Serena","06","06"
"Esparragosa de Lares","06","06"
"Feria","06","06"
"Fregenal de la Sierra","06","06"
"Fuenlabrada de los Montes","06","06"
"Fuente de Cantos","06","06"
"Fuente del Arco","06","06"
"Fuente del Maestre","06","06"
"Fuentes de León","06","06"
"Garbayuela","06","06"
"Garlitos","06","06"
"Garrovilla, La","06","06"
"Granja de Torrehermosa","06","06"
"Guadiana del Caudillo","06","06"
"Guareña","06","06"
"Haba, La","06","06"
"Helechosa de los Montes","06","06"
"Herrera del Duque","06","06"
"Higuera de la Serena","06","06"
"Higuera de Llerena","06","06"
"Higuera de Vargas","06","06"
"Higuera la Real","06","06"
"Hinojosa del Valle","06","06"
"Hornachos","06","06"
"Jerez de los Caballeros","06","06"
"Lapa, La","06","06"
"Llera","06","06"
"Llerena","06","06"
"Lobón","06","06"
"Magacela","06","06"
"Maguilla","06","06"
"Malcocinado","06","06"
"Malpartida de la Serena","06","06"
"Manchita","06","06"
"Medellín","06","06"
"Medina de las Torres","06","06"
"Mengabril","06","06"
"Mérida","06","06"
"Mirandilla","06","06"
"Monesterio","06","06"
"Montemolín","06","06"
"Monterrubio de la Serena","06","06"
"Montijo","06","06"
"Morera, La","06","06"
"Nava de Santiago, La","06","06"
"Navalvillar de Pela","06","06"
"Nogales","06","06"
"Oliva de la Frontera","06","06"
"Oliva de Mérida","06","06"
"Olivenza","06","06"
"Orellana de la Sierra","06","06"
"Orellana la Vieja","06","06"
"Palomas","06","06"
"Parra, La","06","06"
"Peñalsordo","06","06"
"Peraleda del Zaucejo","06","06"
"Puebla de Alcocer","06","06"
"Puebla de la Calzada","06","06"
"Puebla de la Reina","06","06"
"Puebla de Obando","06","06"
"Puebla de Sancho Pérez","06","06"
"Puebla del Maestre","06","06"
"Puebla del Prior","06","06"
"Pueblonuevo del Guadiana","06","06"
"Quintana de la Serena","06","06"
"Reina","06","06"
"Rena","06","06"
"Retamal de Llerena","06","06"
"Ribera del Fresno","06","06"
"Risco","06","06"
"Roca de la Sierra, La","06","06"
"Salvaleón","06","06"
"Salvatierra de los Barros","06","06"
"San Pedro de Mérida","06","06"
"San Vicente de Alcántara","06","06"
"Sancti-Spíritus","06","06"
"Santa Amalia","06","06"
"Santa Marta","06","06"
"Santos de Maimona, Los","06","06"
"Segura de León","06","06"
"Siruela","06","06"
"Solana de los Barros","06","06"
"Talarrubias","06","06"
"Talavera la Real","06","06"
"Táliga","06","06"
"Tamurejo","06","06"
"Torre de Miguel Sesmero","06","06"
"Torremayor","06","06"
"Torremejía","06","06"
"Trasierra","06","06"
"Trujillanos","06","06"
"Usagre","06","06"
"Valdecaballeros","06","06"
"Valdelacalzada","06","06"
"Valdetorres","06","06"
"Valencia de las Torres","06","06"
"Valencia del Mombuey","06","06"
"Valencia del Ventoso","06","06"
"Valle de la Serena","06","06"
"Valle de Matamoros","06","06"
"Valle de Santa Ana","06","06"
"Valverde de Burguillos","06","06"
"Valverde de Leganés","06","06"
"Valverde de Llerena","06","06"
"Valverde de Mérida","06","06"
"Villafranca de los Barros","06","06"
"Villagarcía de la Torre","06","06"
"Villagonzalo","06","06"
"Villalba de los Barros","06","06"
"Villanueva de la Serena","06","06"
"Villanueva del Fresno","06","06"
"Villar de Rena","06","06"
"Villar del Rey","06","06"
"Villarta de los Montes","06","06"
"Zafra","06","06"
"Zahínos","06","06"
"Zalamea de la Serena","06","06"
"Zarza, La","06","06"
"Zarza-Capilla","06","06"
"Alaior","07","07"
"Alaró","07","07"
"Alcúdia","07","07"
"Algaida","07","07"
"Andratx","07","07"
"Ariany","07","07"
"Artà","07","07"
"Banyalbufar","07","07"
"Binissalem","07","07"
"Búger","07","07"
"Bunyola","07","07"
"Calvià","07","07"
"Campanet","07","07"
"Campos","07","07"
"Capdepera","07","07"
"Castell, Es","07","07"
"Ciutadella de Menorca","07","07"
"Consell","07","07"
"Costitx","07","07"
"Deià","07","07"
"Eivissa","07","07"
"Escorca","07","07"
"Esporles","07","07"
"Estellencs","07","07"
"Felanitx","07","07"
"Ferreries","07","07"
"Formentera","07","07"
"Fornalutx","07","07"
"Inca","07","07"
"Lloret de Vistalegre","07","07"
"Lloseta","07","07"
"Llubí","07","07"
"Llucmajor","07","07"
"Manacor","07","07"
"Mancor de la Vall","07","07"
"Maó-Mahón","07","07"
"Maria de la Salut","07","07"
"Marratxí","07","07"
"Mercadal, Es","07","07"
"Migjorn Gran, Es","07","07"
"Montuïri","07","07"
"Muro","07","07"
"Palma de Mallorca","07","07"
"Petra","07","07"
"Pobla, Sa","07","07"
"Pollença","07","07"
"Porreres","07","07"
"Puigpunyent","07","07"
"Salines, Ses","07","07"
"Sant Antoni de Portmany","07","07"
"Sant Joan","07","07"
"Sant Joan de Labritja","07","07"
"Sant Josep de sa Talaia","07","07"
"Sant Llorenç des Cardassar","07","07"
"Sant Lluís","07","07"
"Santa Eugènia","07","07"
"Santa Eulària des Riu","07","07"
"Santa Margalida","07","07"
"Santa María del Camí","07","07"
"Santanyí","07","07"
"Selva","07","07"
"Sencelles","07","07"
"Sineu","07","07"
"Sóller","07","07"
"Son Servera","07","07"
"Valldemossa","07","07"
"Vilafranca de Bonany","07","07"
"Abrera","08","08"
"Aguilar de Segarra","08","08"
"Aiguafreda","08","08"
"Alella","08","08"
"Alpens","08","08"
"Ametlla del Vallès, L'","08","08"
"Arenys de Mar","08","08"
"Arenys de Munt","08","08"
"Argençola","08","08"
"Argentona","08","08"
"Artés","08","08"
"Avià","08","08"
"Avinyó","08","08"
"Avinyonet del Penedès","08","08"
"Badalona","08","08"
"Badia del Vallès","08","08"
"Bagà","08","08"
"Balenyà","08","08"
"Balsareny","08","08"
"Barberà del Vallès","08","08"
"Barcelona","08","08"
"Begues","08","08"
"Bellprat","08","08"
"Berga","08","08"
"Bigues i Riells","08","08"
"Borredà","08","08"
"Bruc, El","08","08"
"Brull, El","08","08"
"Cabanyes, Les","08","08"
"Cabrera d'Anoia","08","08"
"Cabrera de Mar","08","08"
"Cabrils","08","08"
"Calaf","08","08"
"Calders","08","08"
"Caldes de Montbui","08","08"
"Caldes d'Estrac","08","08"
"Calella","08","08"
"Calldetenes","08","08"
"Callús","08","08"
"Calonge de Segarra","08","08"
"Campins","08","08"
"Canet de Mar","08","08"
"Canovelles","08","08"
"Cànoves i Samalús","08","08"
"Canyelles","08","08"
"Capellades","08","08"
"Capolat","08","08"
"Cardedeu","08","08"
"Cardona","08","08"
"Carme","08","08"
"Casserres","08","08"
"Castell de l'Areny","08","08"
"Castellar de n'Hug","08","08"
"Castellar del Riu","08","08"
"Castellar del Vallès","08","08"
"Castellbell i el Vilar","08","08"
"Castellbisbal","08","08"
"Castellcir","08","08"
"Castelldefels","08","08"
"Castellet i la Gornal","08","08"
"Castellfollit de Riubregós","08","08"
"Castellfollit del Boix","08","08"
"Castellgalí","08","08"
"Castellnou de Bages","08","08"
"Castellolí","08","08"
"Castellterçol","08","08"
"Castellví de la Marca","08","08"
"Castellví de Rosanes","08","08"
"Centelles","08","08"
"Cercs","08","08"
"Cerdanyola del Vallès","08","08"
"Cervelló","08","08"
"Collbató","08","08"
"Collsuspina","08","08"
"Copons","08","08"
"Corbera de Llobregat","08","08"
"Cornellà de Llobregat","08","08"
"Cubelles","08","08"
"Dosrius","08","08"
"Esparreguera","08","08"
"Esplugues de Llobregat","08","08"
"Espunyola, L'","08","08"
"Esquirol, L'","08","08"
"Estany, L'","08","08"
"Figaró-Montmany","08","08"
"Fígols","08","08"
"Fogars de la Selva","08","08"
"Fogars de Montclús","08","08"
"Folgueroles","08","08"
"Fonollosa","08","08"
"Font-rubí","08","08"
"Franqueses del Vallès, Les","08","08"
"Gaià","08","08"
"Gallifa","08","08"
"Garriga, La","08","08"
"Gavà","08","08"
"Gelida","08","08"
"Gironella","08","08"
"Gisclareny","08","08"
"Granada, La","08","08"
"Granera","08","08"
"Granollers","08","08"
"Gualba","08","08"
"Guardiola de Berguedà","08","08"
"Gurb","08","08"
"Hospitalet de Llobregat, L'","08","08"
"Hostalets de Pierola, Els","08","08"
"Igualada","08","08"
"Jorba","08","08"
"Llacuna, La","08","08"
"Llagosta, La","08","08"
"Lliçà d'Amunt","08","08"
"Lliçà de Vall","08","08"
"Llinars del Vallès","08","08"
"Lluçà","08","08"
"Malgrat de Mar","08","08"
"Malla","08","08"
"Manlleu","08","08"
"Manresa","08","08"
"Marganell","08","08"
"Martorell","08","08"
"Martorelles","08","08"
"Masies de Roda, Les","08","08"
"Masies de Voltregà, Les","08","08"
"Masnou, El","08","08"
"Masquefa","08","08"
"Matadepera","08","08"
"Mataró","08","08"
"Mediona","08","08"
"Moià","08","08"
"Molins de Rei","08","08"
"Mollet del Vallès","08","08"
"Monistrol de Calders","08","08"
"Monistrol de Montserrat","08","08"
"Montcada i Reixac","08","08"
"Montclar","08","08"
"Montesquiu","08","08"
"Montgat","08","08"
"Montmajor","08","08"
"Montmaneu","08","08"
"Montmeló","08","08"
"Montornès del Vallès","08","08"
"Montseny","08","08"
"Muntanyola","08","08"
"Mura","08","08"
"Navarcles","08","08"
"Navàs","08","08"
"Nou de Berguedà, La","08","08"
"Òdena","08","08"
